,Primary voltage rating (kV),Secondary voltage rating (kV),kVA rating (kVA),%R,%X,Year,Month,Day,Hour,Current Value,Prev Node,Prev Time,Anomaly
5367,13.8,0.208,75,1.0,2.1,2017,8,12,16,3.12,4.658,3.16,0
5368,13.8,0.208,75,1.0,2.1,2017,8,12,17,2.0,7.03,3.12,0
5369,13.8,0.208,75,1.0,2.1,2017,8,12,18,0.0,6.122,2.0,1
5370,13.8,0.208,75,1.0,2.1,2017,8,12,19,2.04,3.652,0.0,0
5371,13.8,0.208,75,1.0,2.1,2017,8,12,20,2.16,3.733,2.04,0
5372,13.8,0.208,75,1.0,2.1,2017,8,12,21,2.44,3.805,2.16,0
5373,13.8,0.208,75,1.0,2.1,2017,8,12,22,2.72,3.042,2.44,0
5374,13.8,0.208,75,1.0,2.1,2017,8,12,23,2.32,3.401,2.72,0
5375,13.8,0.208,75,1.0,2.1,2017,8,13,0,2.52,3.186,2.32,0
5376,13.8,0.208,75,1.0,2.1,2017,8,13,1,2.32,3.433,2.52,0
5377,13.8,0.208,75,1.0,2.1,2017,8,13,2,2.2,3.102,2.32,0
5378,13.8,0.208,75,1.0,2.1,2017,8,13,3,2.32,3.036,2.2,0
5379,13.8,0.208,75,1.0,2.1,2017,8,13,4,2.88,3.136,2.32,0
5380,13.8,0.208,75,1.0,2.1,2017,8,13,5,2.24,3.409,2.88,0
5381,13.8,0.208,75,1.0,2.1,2017,8,13,6,4.48,2.563,2.24,2
5382,13.8,0.208,75,1.0,2.1,2017,8,13,7,1.8,3.981,4.48,0
5383,13.8,0.208,75,1.0,2.1,2017,8,13,8,1.84,3.699,1.8,0
5384,13.8,0.208,75,1.0,2.1,2017,8,13,9,2.92,3.681,1.84,0
5385,13.8,0.208,75,1.0,2.1,2017,8,13,10,2.92,3.083,2.92,0
5386,13.8,0.208,75,1.0,2.1,2017,8,13,11,1.8,2.214,2.92,0
5387,13.8,0.208,75,1.0,2.1,2017,8,13,12,1.92,2.09,1.8,0
5388,13.8,0.208,75,1.0,2.1,2017,8,13,13,1.64,2.007,1.92,0
5389,13.8,0.208,75,1.0,2.1,2017,8,13,14,2.2,2.182,1.64,0
5390,13.8,0.208,75,1.0,2.1,2017,8,13,15,1.68,2.136,2.2,0
5391,13.8,0.208,75,1.0,2.1,2017,8,13,16,1.84,2.2,1.68,0
5392,13.8,0.208,75,1.0,2.1,2017,8,13,17,2.0,2.165,1.84,0
5393,13.8,0.208,75,1.0,2.1,2017,8,13,18,1.84,2.62,2.0,0
5394,13.8,0.208,75,1.0,2.1,2017,8,13,19,1.8,3.188,1.84,0
5395,13.8,0.208,75,1.0,2.1,2017,8,13,20,2.52,3.014,1.8,0
5396,13.8,0.208,75,1.0,2.1,2017,8,13,21,2.24,3.712,2.52,0
5397,13.8,0.208,75,1.0,2.1,2017,8,13,22,2.24,3.252,2.24,0
5398,13.8,0.208,75,1.0,2.1,2017,8,13,23,2.36,2.885,2.24,0
5399,13.8,0.208,75,1.0,2.1,2017,8,14,0,2.28,2.854,2.36,0
5400,13.8,0.208,75,1.0,2.1,2017,8,14,1,0.0,2.972,2.28,1
5401,13.8,0.208,75,1.0,2.1,2017,8,14,2,4.56,2.922,0.0,2
5402,13.8,0.208,75,1.0,2.1,2017,8,14,3,2.4,2.989,4.56,0
5403,13.8,0.208,75,1.0,2.1,2017,8,14,4,2.2,3.022,2.4,0
5404,13.8,0.208,75,1.0,2.1,2017,8,14,5,2.44,3.14,2.2,0
5405,13.8,0.208,75,1.0,2.1,2017,8,14,6,5.4,5.88,2.44,0
5406,13.8,0.208,75,1.0,2.1,2017,8,14,7,20.64,24.62,5.4,2
5407,13.8,0.208,75,1.0,2.1,2017,8,14,8,11.64,22.586,20.64,0
5408,13.8,0.208,75,1.0,2.1,2017,8,14,9,5.28,21.755,11.64,0
5409,13.8,0.208,75,1.0,2.1,2017,8,14,10,10.2,23.031,5.28,0
5410,13.8,0.208,75,1.0,2.1,2017,8,14,11,12.64,23.038,10.2,0
5411,13.8,0.208,75,1.0,2.1,2017,8,14,12,0.0,22.675,12.64,1
5412,13.8,0.208,75,1.0,2.1,2017,8,14,13,11.96,24.046,0.0,0
5413,13.8,0.208,75,1.0,2.1,2017,8,14,14,8.6,22.61,11.96,0
5414,13.8,0.208,75,1.0,2.1,2017,8,14,15,7.04,21.87,8.6,0
5415,13.8,0.208,75,1.0,2.1,2017,8,14,16,7.16,23.504,7.04,0
5416,13.8,0.208,75,1.0,2.1,2017,8,14,17,3.08,11.611,7.16,0
5417,13.8,0.208,75,1.0,2.1,2017,8,14,18,3.56,4.913,3.08,0
5418,13.8,0.208,75,1.0,2.1,2017,8,14,19,0.0,5.069,3.56,1
5419,13.8,0.208,75,1.0,2.1,2017,8,14,20,2.12,4.066,0.0,0
5420,13.8,0.208,75,1.0,2.1,2017,8,14,21,2.36,5.303,2.12,0
5421,13.8,0.208,75,1.0,2.1,2017,8,14,22,2.6,3.031,2.36,0
5422,13.8,0.208,75,1.0,2.1,2017,8,14,23,2.52,2.993,2.6,0
5423,13.8,0.208,75,1.0,2.1,2017,8,15,0,0.0,3.401,2.52,1
5424,13.8,0.208,75,1.0,2.1,2017,8,15,1,2.28,2.824,0.0,0
5425,13.8,0.208,75,1.0,2.1,2017,8,15,2,2.28,2.903,2.28,0
5426,13.8,0.208,75,1.0,2.1,2017,8,15,3,2.16,3.073,2.28,0
5427,13.8,0.208,75,1.0,2.1,2017,8,15,4,2.88,3.094,2.16,0
5428,13.8,0.208,75,1.0,2.1,2017,8,15,5,2.28,6.183,2.88,0
5429,13.8,0.208,75,1.0,2.1,2017,8,15,6,3.16,18.835,2.28,0
5430,13.8,0.208,75,1.0,2.1,2017,8,15,7,11.92,23.272,3.16,0
5431,13.8,0.208,75,1.0,2.1,2017,8,15,8,15.64,28.438,11.92,0
5432,13.8,0.208,75,1.0,2.1,2017,8,15,9,15.4,29.657,15.64,0
5433,13.8,0.208,75,1.0,2.1,2017,8,15,10,17.12,26.211,15.4,0
5434,13.8,0.208,75,1.0,2.1,2017,8,15,11,15.16,29.283,17.12,0
5435,13.8,0.208,75,1.0,2.1,2017,8,15,12,15.12,22.311,15.16,0
5436,13.8,0.208,75,1.0,2.1,2017,8,15,13,14.16,24.885,15.12,0
5437,13.8,0.208,75,1.0,2.1,2017,8,15,14,0.0,24.478,14.16,1
5438,13.8,0.208,75,1.0,2.1,2017,8,15,15,13.76,24.749,0.0,0
5439,13.8,0.208,75,1.0,2.1,2017,8,15,16,10.44,23.474,13.76,0
5440,13.8,0.208,75,1.0,2.1,2017,8,15,17,7.64,8.056,10.44,0
5441,13.8,0.208,75,1.0,2.1,2017,8,15,18,3.56,5.471,7.64,0
5442,13.8,0.208,75,1.0,2.1,2017,8,15,19,1.88,5.956,3.56,0
5443,13.8,0.208,75,1.0,2.1,2017,8,15,20,2.2,4.147,1.88,0
5444,13.8,0.208,75,1.0,2.1,2017,8,15,21,2.64,5.545,2.2,0
5445,13.8,0.208,75,1.0,2.1,2017,8,15,22,2.2,4.8,2.64,0
5446,13.8,0.208,75,1.0,2.1,2017,8,15,23,0.0,4.08,2.2,1
5447,13.8,0.208,75,1.0,2.1,2017,8,16,0,2.24,4.112,0.0,0
5448,13.8,0.208,75,1.0,2.1,2017,8,16,1,2.32,4.223,2.24,0
5449,13.8,0.208,75,1.0,2.1,2017,8,16,2,2.84,4.233,2.32,0
5450,13.8,0.208,75,1.0,2.1,2017,8,16,3,2.2,4.329,2.84,0
5451,13.8,0.208,75,1.0,2.1,2017,8,16,4,4.56,4.187,2.2,2
5452,13.8,0.208,75,1.0,2.1,2017,8,16,5,2.2,7.143,4.56,0
5453,13.8,0.208,75,1.0,2.1,2017,8,16,6,4.2,19.143,2.2,0
5454,13.8,0.208,75,1.0,2.1,2017,8,16,7,10.96,25.51,4.2,0
5455,13.8,0.208,75,1.0,2.1,2017,8,16,8,12.12,26.455,10.96,0
5456,13.8,0.208,75,1.0,2.1,2017,8,16,9,13.88,25.572,12.12,0
5457,13.8,0.208,75,1.0,2.1,2017,8,16,10,14.64,25.206,13.88,0
5458,13.8,0.208,75,1.0,2.1,2017,8,16,11,16.48,24.995,14.64,0
5459,13.8,0.208,75,1.0,2.1,2017,8,16,12,14.68,22.564,16.48,0
5460,13.8,0.208,75,1.0,2.1,2017,8,16,13,15.32,25.05,14.68,0
5461,13.8,0.208,75,1.0,2.1,2017,8,16,14,16.24,24.209,15.32,0
5462,13.8,0.208,75,1.0,2.1,2017,8,16,15,15.72,30.539,16.24,0
5463,13.8,0.208,75,1.0,2.1,2017,8,16,16,10.32,37.388,15.72,0
5464,13.8,0.208,75,1.0,2.1,2017,8,16,17,10.28,5.555,10.32,0
5465,13.8,0.208,75,1.0,2.1,2017,8,16,18,6.64,3.568,10.28,0
5466,13.8,0.208,75,1.0,2.1,2017,8,16,19,2.12,4.358,6.64,0
5467,13.8,0.208,75,1.0,2.1,2017,8,16,20,2.4,4.079,2.12,0
5468,13.8,0.208,75,1.0,2.1,2017,8,16,21,2.32,4.134,2.4,0
5469,13.8,0.208,75,1.0,2.1,2017,8,16,22,0.0,3.572,2.32,1
5470,13.8,0.208,75,1.0,2.1,2017,8,16,23,2.4,3.443,0.0,0
5471,13.8,0.208,75,1.0,2.1,2017,8,17,0,2.32,3.449,2.4,0
5472,13.8,0.208,75,1.0,2.1,2017,8,17,1,2.4,3.498,2.32,0
5473,13.8,0.208,75,1.0,2.1,2017,8,17,2,2.36,3.493,2.4,0
5474,13.8,0.208,75,1.0,2.1,2017,8,17,3,2.92,3.998,2.36,0
5475,13.8,0.208,75,1.0,2.1,2017,8,17,4,4.48,3.37,2.92,2
5476,13.8,0.208,75,1.0,2.1,2017,8,17,5,0.0,6.453,4.48,1
5477,13.8,0.208,75,1.0,2.1,2017,8,17,6,5.16,20.152,0.0,0
5478,13.8,0.208,75,1.0,2.1,2017,8,17,7,14.88,23.334,5.16,0
5479,13.8,0.208,75,1.0,2.1,2017,8,17,8,16.2,23.819,14.88,0
5480,13.8,0.208,75,1.0,2.1,2017,8,17,9,15.36,24.991,16.2,0
5481,13.8,0.208,75,1.0,2.1,2017,8,17,10,15.04,27.318,15.36,0
5482,13.8,0.208,75,1.0,2.1,2017,8,17,11,15.08,34.573,15.04,0
5483,13.8,0.208,75,1.0,2.1,2017,8,17,12,15.88,36.848,15.08,0
5484,13.8,0.208,75,1.0,2.1,2017,8,17,13,15.48,34.353,15.88,0
5485,13.8,0.208,75,1.0,2.1,2017,8,17,14,13.36,30.307,15.48,0
5486,13.8,0.208,75,1.0,2.1,2017,8,17,15,0.0,29.121,13.36,1
5487,13.8,0.208,75,1.0,2.1,2017,8,17,16,9.56,25.264,0.0,0
5488,13.8,0.208,75,1.0,2.1,2017,8,17,17,7.04,8.95,9.56,0
5489,13.8,0.208,75,1.0,2.1,2017,8,17,18,7.16,4.725,7.04,0
5490,13.8,0.208,75,1.0,2.1,2017,8,17,19,2.52,3.59,7.16,0
5491,13.8,0.208,75,1.0,2.1,2017,8,17,20,2.48,3.968,2.52,0
5492,13.8,0.208,75,1.0,2.1,2017,8,17,21,2.32,4.431,2.48,0
5493,13.8,0.208,75,1.0,2.1,2017,8,17,22,2.28,3.697,2.32,0
5494,13.8,0.208,75,1.0,2.1,2017,8,17,23,2.28,3.865,2.28,0
5495,13.8,0.208,75,1.0,2.1,2017,8,18,0,2.56,3.615,2.28,0
5496,13.8,0.208,75,1.0,2.1,2017,8,18,1,2.56,3.702,2.56,0
5497,13.8,0.208,75,1.0,2.1,2017,8,18,2,2.2,3.64,2.56,0
5498,13.8,0.208,75,1.0,2.1,2017,8,18,3,2.4,3.531,2.2,0
5499,13.8,0.208,75,1.0,2.1,2017,8,18,4,2.36,4.291,2.4,0
5500,13.8,0.208,75,1.0,2.1,2017,8,18,5,2.24,3.667,2.36,0
5501,13.8,0.208,75,1.0,2.1,2017,8,18,6,8.76,7.299,2.24,0
5502,13.8,0.208,75,1.0,2.1,2017,8,18,7,11.88,21.984,8.76,0
5503,13.8,0.208,75,1.0,2.1,2017,8,18,8,14.76,22.689,11.88,0
5504,13.8,0.208,75,1.0,2.1,2017,8,18,9,17.28,25.59,14.76,0
5505,13.8,0.208,75,1.0,2.1,2017,8,18,10,20.88,26.031,17.28,0
5506,13.8,0.208,75,1.0,2.1,2017,8,18,11,19.4,24.884,20.88,0
5507,13.8,0.208,75,1.0,2.1,2017,8,18,12,18.16,28.361,19.4,0
5508,13.8,0.208,75,1.0,2.1,2017,8,18,13,16.2,35.741,18.16,0
5509,13.8,0.208,75,1.0,2.1,2017,8,18,14,15.2,35.593,16.2,0
5510,13.8,0.208,75,1.0,2.1,2017,8,18,15,15.72,35.213,15.2,0
5511,13.8,0.208,75,1.0,2.1,2017,8,18,16,15.84,34.235,15.72,0
5512,13.8,0.208,75,1.0,2.1,2017,8,18,17,5.28,5.543,15.84,0
5513,13.8,0.208,75,1.0,2.1,2017,8,18,18,3.48,4.219,5.28,0
5514,13.8,0.208,75,1.0,2.1,2017,8,18,19,1.92,3.958,3.48,0
5515,13.8,0.208,75,1.0,2.1,2017,8,18,20,2.32,3.674,1.92,0
5516,13.8,0.208,75,1.0,2.1,2017,8,18,21,2.48,4.626,2.32,0
5517,13.8,0.208,75,1.0,2.1,2017,8,18,22,2.6,3.387,2.48,0
5518,13.8,0.208,75,1.0,2.1,2017,8,18,23,2.28,3.324,2.6,0
5519,13.8,0.208,75,1.0,2.1,2017,8,19,0,2.2,3.525,2.28,0
5520,13.8,0.208,75,1.0,2.1,2017,8,19,1,2.36,3.479,2.2,0
5521,13.8,0.208,75,1.0,2.1,2017,8,19,2,2.28,3.531,2.36,0
5522,13.8,0.208,75,1.0,2.1,2017,8,19,3,0.0,3.452,2.28,1
5523,13.8,0.208,75,1.0,2.1,2017,8,19,4,2.16,3.455,0.0,0
5524,13.8,0.208,75,1.0,2.1,2017,8,19,5,0.0,3.439,2.16,1
5525,13.8,0.208,75,1.0,2.1,2017,8,19,6,3.96,3.338,0.0,0
5526,13.8,0.208,75,1.0,2.1,2017,8,19,7,0.0,6.431,3.96,1
5527,13.8,0.208,75,1.0,2.1,2017,8,19,8,14.48,3.859,0.0,0
5528,13.8,0.208,75,1.0,2.1,2017,8,19,9,14.92,4.23,14.48,0
5529,13.8,0.208,75,1.0,2.1,2017,8,19,10,14.4,2.291,14.92,0
5530,13.8,0.208,75,1.0,2.1,2017,8,19,11,10.6,2.277,14.4,0
5531,13.8,0.208,75,1.0,2.1,2017,8,19,12,9.28,2.104,10.6,0
5532,13.8,0.208,75,1.0,2.1,2017,8,19,13,7.48,1.985,9.28,0
5533,13.8,0.208,75,1.0,2.1,2017,8,19,14,12.4,2.116,7.48,2
5534,13.8,0.208,75,1.0,2.1,2017,8,19,15,0.0,2.119,12.4,1
5535,13.8,0.208,75,1.0,2.1,2017,8,19,16,3.0,2.077,0.0,0
5536,13.8,0.208,75,1.0,2.1,2017,8,19,17,1.96,2.152,3.0,0
5537,13.8,0.208,75,1.0,2.1,2017,8,19,18,1.84,2.855,1.96,0
5538,13.8,0.208,75,1.0,2.1,2017,8,19,19,2.24,2.174,1.84,0
5539,13.8,0.208,75,1.0,2.1,2017,8,19,20,2.16,2.543,2.24,0
5540,13.8,0.208,75,1.0,2.1,2017,8,19,21,2.4,2.899,2.16,0
5541,13.8,0.208,75,1.0,2.1,2017,8,19,22,2.44,2.936,2.4,0
5542,13.8,0.208,75,1.0,2.1,2017,8,19,23,2.4,2.917,2.44,0
5543,13.8,0.208,75,1.0,2.1,2017,8,20,0,2.24,2.958,2.4,0
5544,13.8,0.208,75,1.0,2.1,2017,8,20,1,2.72,3.079,2.24,0
5545,13.8,0.208,75,1.0,2.1,2017,8,20,2,2.32,2.888,2.72,0
5546,13.8,0.208,75,1.0,2.1,2017,8,20,3,2.24,2.849,2.32,0
5547,13.8,0.208,75,1.0,2.1,2017,8,20,4,2.44,2.917,2.24,0
5548,13.8,0.208,75,1.0,2.1,2017,8,20,5,2.36,2.873,2.44,0
5549,13.8,0.208,75,1.0,2.1,2017,8,20,6,2.52,2.555,2.36,0
5550,13.8,0.208,75,1.0,2.1,2017,8,20,7,1.64,2.353,2.52,0
5551,13.8,0.208,75,1.0,2.1,2017,8,20,8,1.64,1.971,1.64,0
5552,13.8,0.208,75,1.0,2.1,2017,8,20,9,1.76,2.104,1.64,0
5553,13.8,0.208,75,1.0,2.1,2017,8,20,10,2.4,2.13,1.76,0
5554,13.8,0.208,75,1.0,2.1,2017,8,20,11,5.4,2.895,2.4,0
5555,13.8,0.208,75,1.0,2.1,2017,8,20,12,4.64,2.319,5.4,0
5556,13.8,0.208,75,1.0,2.1,2017,8,20,13,1.96,2.128,4.64,0
5557,13.8,0.208,75,1.0,2.1,2017,8,20,14,1.96,2.398,1.96,0
5558,13.8,0.208,75,1.0,2.1,2017,8,20,15,2.32,2.023,1.96,0
5559,13.8,0.208,75,1.0,2.1,2017,8,20,16,2.8,1.987,2.32,0
5560,13.8,0.208,75,1.0,2.1,2017,8,20,17,3.6,2.129,2.8,0
5561,13.8,0.208,75,1.0,2.1,2017,8,20,18,1.92,3.039,3.6,0
5562,13.8,0.208,75,1.0,2.1,2017,8,20,19,4.16,4.496,1.92,2
5563,13.8,0.208,75,1.0,2.1,2017,8,20,20,2.36,4.67,4.16,0
5564,13.8,0.208,75,1.0,2.1,2017,8,20,21,2.28,5.435,2.36,0
5565,13.8,0.208,75,1.0,2.1,2017,8,20,22,2.76,3.513,2.28,0
5566,13.8,0.208,75,1.0,2.1,2017,8,20,23,2.68,3.38,2.76,0
5567,13.8,0.208,75,1.0,2.1,2017,8,21,0,2.24,3.23,2.68,0
5568,13.8,0.208,75,1.0,2.1,2017,8,21,1,2.44,3.525,2.24,0
5569,13.8,0.208,75,1.0,2.1,2017,8,21,2,2.28,3.801,2.44,0
5570,13.8,0.208,75,1.0,2.1,2017,8,21,3,2.2,3.166,2.28,0
5571,13.8,0.208,75,1.0,2.1,2017,8,21,4,2.64,3.244,2.2,0
5572,13.8,0.208,75,1.0,2.1,2017,8,21,5,2.32,3.341,2.64,0
5573,13.8,0.208,75,1.0,2.1,2017,8,21,6,3.88,6.139,2.32,0
5574,13.8,0.208,75,1.0,2.1,2017,8,21,7,9.16,27.859,3.88,0
5575,13.8,0.208,75,1.0,2.1,2017,8,21,8,14.8,35.241,9.16,0
5576,13.8,0.208,75,1.0,2.1,2017,8,21,9,12.28,39.599,14.8,0
5577,13.8,0.208,75,1.0,2.1,2017,8,21,10,12.24,37.621,12.28,0
5578,13.8,0.208,75,1.0,2.1,2017,8,21,11,0.0,37.149,12.24,1
5579,13.8,0.208,75,1.0,2.1,2017,8,21,12,13.68,35.838,0.0,0
5580,13.8,0.208,75,1.0,2.1,2017,8,21,13,12.88,42.089,13.68,0
5581,13.8,0.208,75,1.0,2.1,2017,8,21,14,12.36,36.66,12.88,0
5582,13.8,0.208,75,1.0,2.1,2017,8,21,15,13.04,33.137,12.36,0
5583,13.8,0.208,75,1.0,2.1,2017,8,21,16,12.36,33.853,13.04,0
5584,13.8,0.208,75,1.0,2.1,2017,8,21,17,5.28,4.817,12.36,0
5585,13.8,0.208,75,1.0,2.1,2017,8,21,18,1.92,4.059,5.28,0
5586,13.8,0.208,75,1.0,2.1,2017,8,21,19,2.2,3.444,1.92,0
5587,13.8,0.208,75,1.0,2.1,2017,8,21,20,2.88,3.808,2.2,0
5588,13.8,0.208,75,1.0,2.1,2017,8,21,21,2.44,3.253,2.88,0
5589,13.8,0.208,75,1.0,2.1,2017,8,21,22,2.4,3.06,2.44,0
5590,13.8,0.208,75,1.0,2.1,2017,8,21,23,2.44,3.216,2.4,0
5591,13.8,0.208,75,1.0,2.1,2017,8,22,0,2.4,3.35,2.44,0
5592,13.8,0.208,75,1.0,2.1,2017,8,22,1,2.96,3.088,2.4,0
5593,13.8,0.208,75,1.0,2.1,2017,8,22,2,2.36,3.848,2.96,0
5594,13.8,0.208,75,1.0,2.1,2017,8,22,3,2.32,3.084,2.36,0
5595,13.8,0.208,75,1.0,2.1,2017,8,22,4,2.6,3.268,2.32,0
5596,13.8,0.208,75,1.0,2.1,2017,8,22,5,4.64,3.096,2.6,2
5597,13.8,0.208,75,1.0,2.1,2017,8,22,6,2.6,6.207,4.64,0
5598,13.8,0.208,75,1.0,2.1,2017,8,22,7,10.72,26.099,2.6,0
5599,13.8,0.208,75,1.0,2.1,2017,8,22,8,14.64,24.87,10.72,0
5600,13.8,0.208,75,1.0,2.1,2017,8,22,9,14.36,22.802,14.64,0
5601,13.8,0.208,75,1.0,2.1,2017,8,22,10,15.04,21.679,14.36,0
5602,13.8,0.208,75,1.0,2.1,2017,8,22,11,0.0,23.863,15.04,1
5603,13.8,0.208,75,1.0,2.1,2017,8,22,12,15.28,22.929,0.0,0
5604,13.8,0.208,75,1.0,2.1,2017,8,22,13,15.4,23.446,15.28,0
5605,13.8,0.208,75,1.0,2.1,2017,8,22,14,17.52,28.087,15.4,0
5606,13.8,0.208,75,1.0,2.1,2017,8,22,15,14.96,31.513,17.52,0
5607,13.8,0.208,75,1.0,2.1,2017,8,22,16,14.96,35.048,14.96,0
5608,13.8,0.208,75,1.0,2.1,2017,8,22,17,6.52,7.592,14.96,0
5609,13.8,0.208,75,1.0,2.1,2017,8,22,18,1.84,5.971,6.52,0
5610,13.8,0.208,75,1.0,2.1,2017,8,22,19,1.88,6.189,1.84,0
5611,13.8,0.208,75,1.0,2.1,2017,8,22,20,0.0,3.711,1.88,1
5612,13.8,0.208,75,1.0,2.1,2017,8,22,21,2.84,4.951,0.0,0
5613,13.8,0.208,75,1.0,2.1,2017,8,22,22,2.4,3.609,2.84,0
5614,13.8,0.208,75,1.0,2.1,2017,8,22,23,2.36,3.498,2.4,0
5615,13.8,0.208,75,1.0,2.1,2017,8,23,0,2.32,3.601,2.36,0
5616,13.8,0.208,75,1.0,2.1,2017,8,23,1,2.28,3.45,2.32,0
5617,13.8,0.208,75,1.0,2.1,2017,8,23,2,2.76,3.44,2.28,0
5618,13.8,0.208,75,1.0,2.1,2017,8,23,3,2.44,3.379,2.76,0
5619,13.8,0.208,75,1.0,2.1,2017,8,23,4,4.48,3.376,2.44,2
5620,13.8,0.208,75,1.0,2.1,2017,8,23,5,2.32,3.396,4.48,0
5621,13.8,0.208,75,1.0,2.1,2017,8,23,6,2.84,8.377,2.32,0
5622,13.8,0.208,75,1.0,2.1,2017,8,23,7,25.76,23.697,2.84,2
5623,13.8,0.208,75,1.0,2.1,2017,8,23,8,14.48,28.064,25.76,0
5624,13.8,0.208,75,1.0,2.1,2017,8,23,9,15.64,24.91,14.48,0
5625,13.8,0.208,75,1.0,2.1,2017,8,23,10,13.56,27.087,15.64,0
5626,13.8,0.208,75,1.0,2.1,2017,8,23,11,13.52,25.388,13.56,0
5627,13.8,0.208,75,1.0,2.1,2017,8,23,12,14.24,22.822,13.52,0
5628,13.8,0.208,75,1.0,2.1,2017,8,23,13,13.84,25.617,14.24,0
5629,13.8,0.208,75,1.0,2.1,2017,8,23,14,9.08,24.724,13.84,0
5630,13.8,0.208,75,1.0,2.1,2017,8,23,15,7.36,24.543,9.08,0
5631,13.8,0.208,75,1.0,2.1,2017,8,23,16,7.48,24.82,7.36,0
5632,13.8,0.208,75,1.0,2.1,2017,8,23,17,6.24,5.112,7.48,0
5633,13.8,0.208,75,1.0,2.1,2017,8,23,18,4.12,5.65,6.24,0
5634,13.8,0.208,75,1.0,2.1,2017,8,23,19,5.2,3.705,4.12,2
5635,13.8,0.208,75,1.0,2.1,2017,8,23,20,5.96,3.15,5.2,0
5636,13.8,0.208,75,1.0,2.1,2017,8,23,21,5.96,4.56,5.96,0
5637,13.8,0.208,75,1.0,2.1,2017,8,23,22,5.56,3.146,5.96,0
5638,13.8,0.208,75,1.0,2.1,2017,8,23,23,2.2,3.064,5.56,0
5639,13.8,0.208,75,1.0,2.1,2017,8,24,0,2.32,2.998,2.2,0
5640,13.8,0.208,75,1.0,2.1,2017,8,24,1,2.24,3.832,2.32,0
5641,13.8,0.208,75,1.0,2.1,2017,8,24,2,2.72,3.079,2.24,0
5642,13.8,0.208,75,1.0,2.1,2017,8,24,3,0.0,2.984,2.72,1
5643,13.8,0.208,75,1.0,2.1,2017,8,24,4,2.48,2.962,0.0,0
5644,13.8,0.208,75,1.0,2.1,2017,8,24,5,2.48,3.079,2.48,0
5645,13.8,0.208,75,1.0,2.1,2017,8,24,6,2.92,5.721,2.48,0
5646,13.8,0.208,75,1.0,2.1,2017,8,24,7,12.52,22.591,2.92,0
5647,13.8,0.208,75,1.0,2.1,2017,8,24,8,11.48,25.76,12.52,0
5648,13.8,0.208,75,1.0,2.1,2017,8,24,9,0.0,24.566,11.48,1
5649,13.8,0.208,75,1.0,2.1,2017,8,24,10,28.56,24.293,0.0,2
5650,13.8,0.208,75,1.0,2.1,2017,8,24,11,25.28,24.539,28.56,2
5651,13.8,0.208,75,1.0,2.1,2017,8,24,12,0.0,24.648,25.28,1
5652,13.8,0.208,75,1.0,2.1,2017,8,24,13,14.04,26.731,0.0,0
5653,13.8,0.208,75,1.0,2.1,2017,8,24,14,14.04,26.581,14.04,0
5654,13.8,0.208,75,1.0,2.1,2017,8,24,15,0.0,26.656,14.04,1
5655,13.8,0.208,75,1.0,2.1,2017,8,24,16,10.24,23.876,0.0,0
5656,13.8,0.208,75,1.0,2.1,2017,8,24,17,3.16,6.042,10.24,0
5657,13.8,0.208,75,1.0,2.1,2017,8,24,18,4.8,4.474,3.16,0
5658,13.8,0.208,75,1.0,2.1,2017,8,24,19,1.84,2.991,4.8,0
5659,13.8,0.208,75,1.0,2.1,2017,8,24,20,3.08,3.451,1.84,0
5660,13.8,0.208,75,1.0,2.1,2017,8,24,21,2.4,3.217,3.08,0
5661,13.8,0.208,75,1.0,2.1,2017,8,24,22,2.04,3.051,2.4,0
5662,13.8,0.208,75,1.0,2.1,2017,8,24,23,2.04,3.332,2.04,0
5663,13.8,0.208,75,1.0,2.1,2017,8,25,0,2.52,3.069,2.04,0
5664,13.8,0.208,75,1.0,2.1,2017,8,25,1,1.92,3.016,2.52,0
5665,13.8,0.208,75,1.0,2.1,2017,8,25,2,4.4,3.712,1.92,2
5666,13.8,0.208,75,1.0,2.1,2017,8,25,3,2.2,3.034,4.4,0
5667,13.8,0.208,75,1.0,2.1,2017,8,25,4,2.4,3.052,2.2,0
5668,13.8,0.208,75,1.0,2.1,2017,8,25,5,2.36,3.243,2.4,0
5669,13.8,0.208,75,1.0,2.1,2017,8,25,6,6.2,5.345,2.36,0
5670,13.8,0.208,75,1.0,2.1,2017,8,25,7,15.76,21.777,6.2,0
5671,13.8,0.208,75,1.0,2.1,2017,8,25,8,16.52,26.922,15.76,0
5672,13.8,0.208,75,1.0,2.1,2017,8,25,9,17.64,22.694,16.52,0
5673,13.8,0.208,75,1.0,2.1,2017,8,25,10,18.04,22.321,17.64,0
5674,13.8,0.208,75,1.0,2.1,2017,8,25,11,16.4,21.731,18.04,0
5675,13.8,0.208,75,1.0,2.1,2017,8,25,12,14.08,22.015,16.4,0
5676,13.8,0.208,75,1.0,2.1,2017,8,25,13,15.08,24.228,14.08,0
5677,13.8,0.208,75,1.0,2.1,2017,8,25,14,13.56,24.319,15.08,0
5678,13.8,0.208,75,1.0,2.1,2017,8,25,15,24.4,24.675,13.56,2
5679,13.8,0.208,75,1.0,2.1,2017,8,25,16,9.24,25.557,24.4,0
5680,13.8,0.208,75,1.0,2.1,2017,8,25,17,2.4,5.368,9.24,0
5681,13.8,0.208,75,1.0,2.1,2017,8,25,18,2.44,2.57,2.4,0
5682,13.8,0.208,75,1.0,2.1,2017,8,25,19,2.08,2.602,2.44,0
