,Primary voltage rating (kV),Secondary voltage rating (kV),kVA rating (kVA),%R,%X,Year,Month,Day,Hour,Current Value,Prev Node,Prev Time,Anomaly
11004,13.8,0.208,25,1.33,1.88,2017,4,4,13,2.34,18.92,1.226,2
11005,13.8,0.208,25,1.33,1.88,2017,4,4,14,1.329,20.68,2.34,0
11006,13.8,0.208,25,1.33,1.88,2017,4,4,15,1.426,16.16,1.329,0
11007,13.8,0.208,25,1.33,1.88,2017,4,4,16,1.67,18.2,1.426,0
11008,13.8,0.208,25,1.33,1.88,2017,4,4,17,1.555,18.16,1.67,0
11009,13.8,0.208,25,1.33,1.88,2017,4,4,18,2.453,4.4,1.555,0
11010,13.8,0.208,25,1.33,1.88,2017,4,4,19,3.21,2.08,2.453,0
11011,13.8,0.208,25,1.33,1.88,2017,4,4,20,3.662,2.76,3.21,0
11012,13.8,0.208,25,1.33,1.88,2017,4,4,21,2.86,2.8,3.662,0
11013,13.8,0.208,25,1.33,1.88,2017,4,4,22,2.792,2.48,2.86,0
11014,13.8,0.208,25,1.33,1.88,2017,4,4,23,1.805,3.0,2.792,0
11015,13.8,0.208,25,1.33,1.88,2017,4,5,0,1.828,2.52,1.805,0
11016,13.8,0.208,25,1.33,1.88,2017,4,5,1,1.86,2.68,1.828,0
11017,13.8,0.208,25,1.33,1.88,2017,4,5,2,1.889,2.96,1.86,0
11018,13.8,0.208,25,1.33,1.88,2017,4,5,3,1.875,3.08,1.889,0
11019,13.8,0.208,25,1.33,1.88,2017,4,5,4,1.883,2.52,1.875,0
11020,13.8,0.208,25,1.33,1.88,2017,4,5,5,2.697,2.56,1.883,0
11021,13.8,0.208,25,1.33,1.88,2017,4,5,6,4.126,3.68,2.697,0
11022,13.8,0.208,25,1.33,1.88,2017,4,5,7,2.065,13.4,4.126,0
11023,13.8,0.208,25,1.33,1.88,2017,4,5,8,1.845,19.2,2.065,0
11024,13.8,0.208,25,1.33,1.88,2017,4,5,9,1.856,22.8,1.845,0
11025,13.8,0.208,25,1.33,1.88,2017,4,5,10,2.275,24.0,1.856,0
11026,13.8,0.208,25,1.33,1.88,2017,4,5,11,1.839,23.12,2.275,0
11027,13.8,0.208,25,1.33,1.88,2017,4,5,12,2.219,14.28,1.839,0
11028,13.8,0.208,25,1.33,1.88,2017,4,5,13,0.0,18.96,2.219,1
11029,13.8,0.208,25,1.33,1.88,2017,4,5,14,0.0,17.76,0.0,1
11030,13.8,0.208,25,1.33,1.88,2017,4,5,15,1.592,18.36,0.0,0
11031,13.8,0.208,25,1.33,1.88,2017,4,5,16,1.653,18.48,1.592,0
11032,13.8,0.208,25,1.33,1.88,2017,4,5,17,2.423,13.48,1.653,0
11033,13.8,0.208,25,1.33,1.88,2017,4,5,18,4.76,7.72,2.423,0
11034,13.8,0.208,25,1.33,1.88,2017,4,5,19,2.659,3.44,4.76,0
11035,13.8,0.208,25,1.33,1.88,2017,4,5,20,3.848,3.36,2.659,0
11036,13.8,0.208,25,1.33,1.88,2017,4,5,21,3.359,2.76,3.848,0
11037,13.8,0.208,25,1.33,1.88,2017,4,5,22,2.907,2.64,3.359,0
11038,13.8,0.208,25,1.33,1.88,2017,4,5,23,2.122,2.84,2.907,0
11039,13.8,0.208,25,1.33,1.88,2017,4,6,0,1.915,2.68,2.122,0
11040,13.8,0.208,25,1.33,1.88,2017,4,6,1,1.794,2.72,1.915,0
11041,13.8,0.208,25,1.33,1.88,2017,4,6,2,2.144,2.6,1.794,0
11042,13.8,0.208,25,1.33,1.88,2017,4,6,3,0.0,2.96,2.144,1
11043,13.8,0.208,25,1.33,1.88,2017,4,6,4,2.314,3.08,0.0,0
11044,13.8,0.208,25,1.33,1.88,2017,4,6,5,0.0,2.52,2.314,1
11045,13.8,0.208,25,1.33,1.88,2017,4,6,6,3.351,3.0,0.0,0
11046,13.8,0.208,25,1.33,1.88,2017,4,6,7,2.213,14.92,3.351,0
11047,13.8,0.208,25,1.33,1.88,2017,4,6,8,2.084,16.0,2.213,0
11048,13.8,0.208,25,1.33,1.88,2017,4,6,9,3.272,14.96,2.084,2
11049,13.8,0.208,25,1.33,1.88,2017,4,6,10,1.947,15.84,3.272,0
11050,13.8,0.208,25,1.33,1.88,2017,4,6,11,1.499,17.48,1.947,0
11051,13.8,0.208,25,1.33,1.88,2017,4,6,12,2.085,19.96,1.499,0
11052,13.8,0.208,25,1.33,1.88,2017,4,6,13,3.295,19.0,2.085,0
11053,13.8,0.208,25,1.33,1.88,2017,4,6,14,1.77,19.48,3.295,0
11054,13.8,0.208,25,1.33,1.88,2017,4,6,15,2.98,22.12,1.77,2
11055,13.8,0.208,25,1.33,1.88,2017,4,6,16,1.779,20.92,2.98,0
11056,13.8,0.208,25,1.33,1.88,2017,4,6,17,0.0,14.68,1.779,1
11057,13.8,0.208,25,1.33,1.88,2017,4,6,18,1.897,13.56,0.0,0
11058,13.8,0.208,25,1.33,1.88,2017,4,6,19,2.54,13.2,1.897,0
11059,13.8,0.208,25,1.33,1.88,2017,4,6,20,3.589,13.88,2.54,0
11060,13.8,0.208,25,1.33,1.88,2017,4,6,21,2.984,14.12,3.589,0
11061,13.8,0.208,25,1.33,1.88,2017,4,6,22,2.159,4.2,2.984,0
11062,13.8,0.208,25,1.33,1.88,2017,4,6,23,1.905,3.04,2.159,0
11063,13.8,0.208,25,1.33,1.88,2017,4,7,0,3.87,3.4,1.905,2
11064,13.8,0.208,25,1.33,1.88,2017,4,7,1,1.788,3.56,3.87,0
11065,13.8,0.208,25,1.33,1.88,2017,4,7,2,1.947,3.2,1.788,0
11066,13.8,0.208,25,1.33,1.88,2017,4,7,3,1.857,4.08,1.947,0
11067,13.8,0.208,25,1.33,1.88,2017,4,7,4,1.998,3.76,1.857,0
11068,13.8,0.208,25,1.33,1.88,2017,4,7,5,2.246,3.36,1.998,0
11069,13.8,0.208,25,1.33,1.88,2017,4,7,6,2.223,3.64,2.246,0
11070,13.8,0.208,25,1.33,1.88,2017,4,7,7,1.813,15.4,2.223,0
11071,13.8,0.208,25,1.33,1.88,2017,4,7,8,1.679,25.08,1.813,0
11072,13.8,0.208,25,1.33,1.88,2017,4,7,9,1.857,26.72,1.679,0
11073,13.8,0.208,25,1.33,1.88,2017,4,7,10,1.719,24.64,1.857,0
11074,13.8,0.208,25,1.33,1.88,2017,4,7,11,2.253,25.28,1.719,0
11075,13.8,0.208,25,1.33,1.88,2017,4,7,12,3.174,21.56,2.253,0
11076,13.8,0.208,25,1.33,1.88,2017,4,7,13,2.159,20.28,3.174,0
11077,13.8,0.208,25,1.33,1.88,2017,4,7,14,1.567,22.12,2.159,0
11078,13.8,0.208,25,1.33,1.88,2017,4,7,15,2.01,22.72,1.567,0
11079,13.8,0.208,25,1.33,1.88,2017,4,7,16,2.063,22.56,2.01,0
11080,13.8,0.208,25,1.33,1.88,2017,4,7,17,2.484,13.28,2.063,0
11081,13.8,0.208,25,1.33,1.88,2017,4,7,18,2.595,14.56,2.484,0
11082,13.8,0.208,25,1.33,1.88,2017,4,7,19,3.307,13.24,2.595,0
11083,13.8,0.208,25,1.33,1.88,2017,4,7,20,3.789,14.16,3.307,0
11084,13.8,0.208,25,1.33,1.88,2017,4,7,21,5.935,13.48,3.789,0
11085,13.8,0.208,25,1.33,1.88,2017,4,7,22,6.585,13.48,5.935,0
11086,13.8,0.208,25,1.33,1.88,2017,4,7,23,3.543,14.76,6.585,0
11087,13.8,0.208,25,1.33,1.88,2017,4,8,0,2.673,13.44,3.543,0
11088,13.8,0.208,25,1.33,1.88,2017,4,8,1,2.694,12.6,2.673,0
11089,13.8,0.208,25,1.33,1.88,2017,4,8,2,2.899,6.0,2.694,0
11090,13.8,0.208,25,1.33,1.88,2017,4,8,3,2.783,2.48,2.899,0
11091,13.8,0.208,25,1.33,1.88,2017,4,8,4,2.681,2.76,2.783,0
11092,13.8,0.208,25,1.33,1.88,2017,4,8,5,2.82,3.08,2.681,0
11093,13.8,0.208,25,1.33,1.88,2017,4,8,6,2.847,2.6,2.82,0
11094,13.8,0.208,25,1.33,1.88,2017,4,8,7,3.628,4.24,2.847,0
11095,13.8,0.208,25,1.33,1.88,2017,4,8,8,2.794,13.12,3.628,0
11096,13.8,0.208,25,1.33,1.88,2017,4,8,9,4.779,11.92,2.794,0
11097,13.8,0.208,25,1.33,1.88,2017,4,8,10,5.099,12.76,4.779,0
11098,13.8,0.208,25,1.33,1.88,2017,4,8,11,2.968,12.56,5.099,0
11099,13.8,0.208,25,1.33,1.88,2017,4,8,12,2.843,11.88,2.968,0
11100,13.8,0.208,25,1.33,1.88,2017,4,8,13,1.482,10.24,2.843,0
11101,13.8,0.208,25,1.33,1.88,2017,4,8,14,1.875,2.68,1.482,0
11102,13.8,0.208,25,1.33,1.88,2017,4,8,15,1.7,2.52,1.875,0
11103,13.8,0.208,25,1.33,1.88,2017,4,8,16,0.0,1.72,1.7,1
11104,13.8,0.208,25,1.33,1.88,2017,4,8,17,1.375,1.96,0.0,0
11105,13.8,0.208,25,1.33,1.88,2017,4,8,18,1.189,1.56,1.375,0
11106,13.8,0.208,25,1.33,1.88,2017,4,8,19,2.017,2.48,1.189,0
11107,13.8,0.208,25,1.33,1.88,2017,4,8,20,2.439,2.32,2.017,0
11108,13.8,0.208,25,1.33,1.88,2017,4,8,21,2.506,2.44,2.439,0
11109,13.8,0.208,25,1.33,1.88,2017,4,8,22,1.555,2.68,2.506,0
11110,13.8,0.208,25,1.33,1.88,2017,4,8,23,1.625,2.92,1.555,0
11111,13.8,0.208,25,1.33,1.88,2017,4,9,0,1.413,2.64,1.625,0
11112,13.8,0.208,25,1.33,1.88,2017,4,9,1,1.603,2.56,1.413,0
11113,13.8,0.208,25,1.33,1.88,2017,4,9,2,1.509,2.16,1.603,0
11114,13.8,0.208,25,1.33,1.88,2017,4,9,3,1.656,2.96,1.509,0
11115,13.8,0.208,25,1.33,1.88,2017,4,9,4,0.0,2.52,1.656,1
11116,13.8,0.208,25,1.33,1.88,2017,4,9,5,1.508,2.56,0.0,0
11117,13.8,0.208,25,1.33,1.88,2017,4,9,6,3.296,2.8,1.508,0
11118,13.8,0.208,25,1.33,1.88,2017,4,9,7,4.572,2.36,3.296,0
11119,13.8,0.208,25,1.33,1.88,2017,4,9,8,2.454,2.32,4.572,0
11120,13.8,0.208,25,1.33,1.88,2017,4,9,9,4.159,2.0,2.454,0
11121,13.8,0.208,25,1.33,1.88,2017,4,9,10,3.634,3.88,4.159,0
11122,13.8,0.208,25,1.33,1.88,2017,4,9,11,2.154,8.56,3.634,0
11123,13.8,0.208,25,1.33,1.88,2017,4,9,12,1.989,8.92,2.154,0
11124,13.8,0.208,25,1.33,1.88,2017,4,9,13,1.875,9.36,1.989,0
11125,13.8,0.208,25,1.33,1.88,2017,4,9,14,3.718,8.32,1.875,2
11126,13.8,0.208,25,1.33,1.88,2017,4,9,15,2.025,8.76,3.718,0
11127,13.8,0.208,25,1.33,1.88,2017,4,9,16,1.904,4.52,2.025,0
11128,13.8,0.208,25,1.33,1.88,2017,4,9,17,2.293,2.56,1.904,0
11129,13.8,0.208,25,1.33,1.88,2017,4,9,18,2.975,2.0,2.293,0
11130,13.8,0.208,25,1.33,1.88,2017,4,9,19,3.074,2.52,2.975,0
11131,13.8,0.208,25,1.33,1.88,2017,4,9,20,3.796,2.12,3.074,0
11132,13.8,0.208,25,1.33,1.88,2017,4,9,21,2.783,2.56,3.796,0
11133,13.8,0.208,25,1.33,1.88,2017,4,9,22,2.168,2.44,2.783,0
11134,13.8,0.208,25,1.33,1.88,2017,4,9,23,1.603,2.96,2.168,0
11135,13.8,0.208,25,1.33,1.88,2017,4,10,0,3.484,2.56,1.603,2
11136,13.8,0.208,25,1.33,1.88,2017,4,10,1,1.586,2.44,3.484,0
11137,13.8,0.208,25,1.33,1.88,2017,4,10,2,1.597,2.68,1.586,0
11138,13.8,0.208,25,1.33,1.88,2017,4,10,3,1.634,2.96,1.597,0
11139,13.8,0.208,25,1.33,1.88,2017,4,10,4,1.773,2.6,1.634,0
11140,13.8,0.208,25,1.33,1.88,2017,4,10,5,1.942,2.76,1.773,0
11141,13.8,0.208,25,1.33,1.88,2017,4,10,6,1.695,2.44,1.942,0
11142,13.8,0.208,25,1.33,1.88,2017,4,10,7,2.835,8.24,1.695,0
11143,13.8,0.208,25,1.33,1.88,2017,4,10,8,1.927,12.0,2.835,0
11144,13.8,0.208,25,1.33,1.88,2017,4,10,9,1.963,16.08,1.927,0
11145,13.8,0.208,25,1.33,1.88,2017,4,10,10,1.283,14.04,1.963,0
11146,13.8,0.208,25,1.33,1.88,2017,4,10,11,1.441,12.4,1.283,0
11147,13.8,0.208,25,1.33,1.88,2017,4,10,12,2.494,12.6,1.441,2
11148,13.8,0.208,25,1.33,1.88,2017,4,10,13,1.334,11.92,2.494,0
11149,13.8,0.208,25,1.33,1.88,2017,4,10,14,0.991,12.28,1.334,0
11150,13.8,0.208,25,1.33,1.88,2017,4,10,15,1.236,15.6,0.991,0
11151,13.8,0.208,25,1.33,1.88,2017,4,10,16,1.672,10.24,1.236,0
11152,13.8,0.208,25,1.33,1.88,2017,4,10,17,3.147,6.64,1.672,0
11153,13.8,0.208,25,1.33,1.88,2017,4,10,18,4.024,2.44,3.147,0
11154,13.8,0.208,25,1.33,1.88,2017,4,10,19,3.147,2.4,4.024,0
11155,13.8,0.208,25,1.33,1.88,2017,4,10,20,3.092,3.36,3.147,0
11156,13.8,0.208,25,1.33,1.88,2017,4,10,21,5.005,2.56,3.092,0
11157,13.8,0.208,25,1.33,1.88,2017,4,10,22,4.312,2.6,5.005,0
11158,13.8,0.208,25,1.33,1.88,2017,4,10,23,1.84,3.0,4.312,0
11159,13.8,0.208,25,1.33,1.88,2017,4,11,0,1.838,3.2,1.84,0
11160,13.8,0.208,25,1.33,1.88,2017,4,11,1,1.746,2.96,1.838,0
11161,13.8,0.208,25,1.33,1.88,2017,4,11,2,0.0,3.2,1.746,1
11162,13.8,0.208,25,1.33,1.88,2017,4,11,3,1.753,3.36,0.0,0
11163,13.8,0.208,25,1.33,1.88,2017,4,11,4,0.0,3.76,1.753,1
11164,13.8,0.208,25,1.33,1.88,2017,4,11,5,2.03,2.96,0.0,0
11165,13.8,0.208,25,1.33,1.88,2017,4,11,6,1.624,3.68,2.03,0
11166,13.8,0.208,25,1.33,1.88,2017,4,11,7,2.758,14.96,1.624,0
11167,13.8,0.208,25,1.33,1.88,2017,4,11,8,2.282,18.68,2.758,0
11168,13.8,0.208,25,1.33,1.88,2017,4,11,9,3.608,13.52,2.282,0
11169,13.8,0.208,25,1.33,1.88,2017,4,11,10,2.916,16.12,3.608,0
11170,13.8,0.208,25,1.33,1.88,2017,4,11,11,0.0,17.16,2.916,1
11171,13.8,0.208,25,1.33,1.88,2017,4,11,12,0.839,15.72,0.0,0
11172,13.8,0.208,25,1.33,1.88,2017,4,11,13,1.15,16.48,0.839,0
11173,13.8,0.208,25,1.33,1.88,2017,4,11,14,1.3055,15.88,1.15,0
11174,13.8,0.208,25,1.33,1.88,2017,4,11,15,0.0,16.0,1.3055,1
11175,13.8,0.208,25,1.33,1.88,2017,4,11,16,1.484375,15.6,0.0,0
11176,13.8,0.208,25,1.33,1.88,2017,4,11,17,1.4556875,10.28,1.484375,0
11177,13.8,0.208,25,1.33,1.88,2017,4,11,18,1.52884375,8.16,1.4556875,0
11178,13.8,0.208,25,1.33,1.88,2017,4,11,19,1.737421875,4.44,1.52884375,0
11179,13.8,0.208,25,1.33,1.88,2017,4,11,20,2.7237109375,2.6,1.737421875,0
11180,13.8,0.208,25,1.33,1.88,2017,4,11,21,1.99185546875,3.16,2.7237109375,0
11181,13.8,0.208,25,1.33,1.88,2017,4,11,22,2.038427734375,2.92,1.99185546875,0
11182,13.8,0.208,25,1.33,1.88,2017,4,11,23,1.618,2.76,2.038427734375,0
11183,13.8,0.208,25,1.33,1.88,2017,4,12,0,1.722,2.36,1.618,0
11184,13.8,0.208,25,1.33,1.88,2017,4,12,1,1.736,2.8,1.722,0
11185,13.8,0.208,25,1.33,1.88,2017,4,12,2,1.835,3.0,1.736,0
11186,13.8,0.208,25,1.33,1.88,2017,4,12,3,0.0,2.48,1.835,1
11187,13.8,0.208,25,1.33,1.88,2017,4,12,4,1.789,3.24,0.0,0
11188,13.8,0.208,25,1.33,1.88,2017,4,12,5,3.672,2.48,1.789,2
11189,13.8,0.208,25,1.33,1.88,2017,4,12,6,1.919,3.04,3.672,0
11190,13.8,0.208,25,1.33,1.88,2017,4,12,7,2.083,12.0,1.919,0
11191,13.8,0.208,25,1.33,1.88,2017,4,12,8,2.379,17.0,2.083,0
11192,13.8,0.208,25,1.33,1.88,2017,4,12,9,2.217,14.32,2.379,0
11193,13.8,0.208,25,1.33,1.88,2017,4,12,10,1.644,12.96,2.217,0
11194,13.8,0.208,25,1.33,1.88,2017,4,12,11,1.556,11.52,1.644,0
11195,13.8,0.208,25,1.33,1.88,2017,4,12,12,3.311,9.44,1.556,0
11196,13.8,0.208,25,1.33,1.88,2017,4,12,13,2.242,11.44,3.311,0
11197,13.8,0.208,25,1.33,1.88,2017,4,12,14,2.208,11.88,2.242,0
11198,13.8,0.208,25,1.33,1.88,2017,4,12,15,1.37,12.4,2.208,0
11199,13.8,0.208,25,1.33,1.88,2017,4,12,16,2.52,10.84,1.37,2
11200,13.8,0.208,25,1.33,1.88,2017,4,12,17,2.433,12.96,2.52,0
11201,13.8,0.208,25,1.33,1.88,2017,4,12,18,3.031,2.56,2.433,0
11202,13.8,0.208,25,1.33,1.88,2017,4,12,19,2.837,2.76,3.031,0
11203,13.8,0.208,25,1.33,1.88,2017,4,12,20,3.361,4.16,2.837,0
11204,13.8,0.208,25,1.33,1.88,2017,4,12,21,3.989,2.96,3.361,0
11205,13.8,0.208,25,1.33,1.88,2017,4,12,22,5.697,2.84,3.989,0
11206,13.8,0.208,25,1.33,1.88,2017,4,12,23,4.806,3.76,5.697,2
11207,13.8,0.208,25,1.33,1.88,2017,4,13,0,1.449,3.56,4.806,0
11208,13.8,0.208,25,1.33,1.88,2017,4,13,1,1.455,3.64,1.449,0
11209,13.8,0.208,25,1.33,1.88,2017,4,13,2,1.531,3.6,1.455,0
11210,13.8,0.208,25,1.33,1.88,2017,4,13,3,1.618,3.64,1.531,0
11211,13.8,0.208,25,1.33,1.88,2017,4,13,4,0.0,3.76,1.618,1
11212,13.8,0.208,25,1.33,1.88,2017,4,13,5,2.141,3.2,0.0,0
11213,13.8,0.208,25,1.33,1.88,2017,4,13,6,1.53,3.32,2.141,0
11214,13.8,0.208,25,1.33,1.88,2017,4,13,7,2.705,14.0,1.53,0
11215,13.8,0.208,25,1.33,1.88,2017,4,13,8,0.0,17.04,2.705,1
11216,13.8,0.208,25,1.33,1.88,2017,4,13,9,2.301,17.24,0.0,0
11217,13.8,0.208,25,1.33,1.88,2017,4,13,10,0.0,13.56,2.301,1
11218,13.8,0.208,25,1.33,1.88,2017,4,13,11,3.48,13.16,0.0,0
11219,13.8,0.208,25,1.33,1.88,2017,4,13,12,1.917,12.64,3.48,0
11220,13.8,0.208,25,1.33,1.88,2017,4,13,13,1.489,13.24,1.917,0
11221,13.8,0.208,25,1.33,1.88,2017,4,13,14,1.535,13.16,1.489,0
11222,13.8,0.208,25,1.33,1.88,2017,4,13,15,1.615,14.72,1.535,0
11223,13.8,0.208,25,1.33,1.88,2017,4,13,16,1.484,13.52,1.615,0
11224,13.8,0.208,25,1.33,1.88,2017,4,13,17,2.548,11.72,1.484,0
11225,13.8,0.208,25,1.33,1.88,2017,4,13,18,1.867,6.24,2.548,0
11226,13.8,0.208,25,1.33,1.88,2017,4,13,19,1.068,2.08,1.867,0
11227,13.8,0.208,25,1.33,1.88,2017,4,13,20,2.137,2.56,1.068,0
11228,13.8,0.208,25,1.33,1.88,2017,4,13,21,2.358,2.88,2.137,0
11229,13.8,0.208,25,1.33,1.88,2017,4,13,22,0.0,3.24,2.358,1
11230,13.8,0.208,25,1.33,1.88,2017,4,13,23,1.71,2.52,0.0,0
11231,13.8,0.208,25,1.33,1.88,2017,4,14,0,1.501,2.6,1.71,0
11232,13.8,0.208,25,1.33,1.88,2017,4,14,1,1.807,3.24,1.501,0
11233,13.8,0.208,25,1.33,1.88,2017,4,14,2,1.697,2.92,1.807,0
11234,13.8,0.208,25,1.33,1.88,2017,4,14,3,1.924,2.52,1.697,0
11235,13.8,0.208,25,1.33,1.88,2017,4,14,4,1.696,2.84,1.924,0
11236,13.8,0.208,25,1.33,1.88,2017,4,14,5,2.167,3.16,1.696,0
11237,13.8,0.208,25,1.33,1.88,2017,4,14,6,1.757,2.4,2.167,0
11238,13.8,0.208,25,1.33,1.88,2017,4,14,7,3.86,12.44,1.757,0
11239,13.8,0.208,25,1.33,1.88,2017,4,14,8,4.939,15.0,3.86,0
11240,13.8,0.208,25,1.33,1.88,2017,4,14,9,2.651,14.08,4.939,0
11241,13.8,0.208,25,1.33,1.88,2017,4,14,10,2.097,13.88,2.651,0
11242,13.8,0.208,25,1.33,1.88,2017,4,14,11,1.784,14.32,2.097,0
11243,13.8,0.208,25,1.33,1.88,2017,4,14,12,1.084,13.2,1.784,0
11244,13.8,0.208,25,1.33,1.88,2017,4,14,13,1.122,13.92,1.084,0
11245,13.8,0.208,25,1.33,1.88,2017,4,14,14,2.154,15.92,1.122,0
11246,13.8,0.208,25,1.33,1.88,2017,4,14,15,2.12,15.2,2.154,0
11247,13.8,0.208,25,1.33,1.88,2017,4,14,16,1.81,13.04,2.12,0
11248,13.8,0.208,25,1.33,1.88,2017,4,14,17,1.989,11.44,1.81,0
11249,13.8,0.208,25,1.33,1.88,2017,4,14,18,5.38,5.2,1.989,2
11250,13.8,0.208,25,1.33,1.88,2017,4,14,19,3.0,5.12,5.38,0
11251,13.8,0.208,25,1.33,1.88,2017,4,14,20,2.959,8.56,3.0,0
11252,13.8,0.208,25,1.33,1.88,2017,4,14,21,3.138,5.52,2.959,0
11253,13.8,0.208,25,1.33,1.88,2017,4,14,22,2.113,2.8,3.138,0
11254,13.8,0.208,25,1.33,1.88,2017,4,14,23,2.122,2.6,2.113,0
11255,13.8,0.208,25,1.33,1.88,2017,4,15,0,1.637,2.92,2.122,0
11256,13.8,0.208,25,1.33,1.88,2017,4,15,1,1.422,2.52,1.637,0
11257,13.8,0.208,25,1.33,1.88,2017,4,15,2,1.54,2.44,1.422,0
11258,13.8,0.208,25,1.33,1.88,2017,4,15,3,1.649,2.52,1.54,0
11259,13.8,0.208,25,1.33,1.88,2017,4,15,4,1.366,3.32,1.649,0
11260,13.8,0.208,25,1.33,1.88,2017,4,15,5,0.0,2.76,1.366,1
11261,13.8,0.208,25,1.33,1.88,2017,4,15,6,1.881,4.76,0.0,0
11262,13.8,0.208,25,1.33,1.88,2017,4,15,7,2.445,12.12,1.881,0
11263,13.8,0.208,25,1.33,1.88,2017,4,15,8,3.232,13.32,2.445,0
11264,13.8,0.208,25,1.33,1.88,2017,4,15,9,2.778,13.24,3.232,0
11265,13.8,0.208,25,1.33,1.88,2017,4,15,10,3.852,13.2,2.778,0
11266,13.8,0.208,25,1.33,1.88,2017,4,15,11,10.252,15.16,3.852,2
11267,13.8,0.208,25,1.33,1.88,2017,4,15,12,2.882,17.24,10.252,0
11268,13.8,0.208,25,1.33,1.88,2017,4,15,13,2.052,15.56,2.882,0
11269,13.8,0.208,25,1.33,1.88,2017,4,15,14,2.085,13.08,2.052,0
11270,13.8,0.208,25,1.33,1.88,2017,4,15,15,1.995,14.72,2.085,0
11271,13.8,0.208,25,1.33,1.88,2017,4,15,16,4.249,10.32,1.995,0
11272,13.8,0.208,25,1.33,1.88,2017,4,15,17,3.004,1.88,4.249,0
11273,13.8,0.208,25,1.33,1.88,2017,4,15,18,2.716,1.96,3.004,0
11274,13.8,0.208,25,1.33,1.88,2017,4,15,19,3.371,2.24,2.716,0
11275,13.8,0.208,25,1.33,1.88,2017,4,15,20,3.341,2.4,3.371,0
11276,13.8,0.208,25,1.33,1.88,2017,4,15,21,3.319,2.44,3.341,0
11277,13.8,0.208,25,1.33,1.88,2017,4,15,22,2.368,2.12,3.319,0
11278,13.8,0.208,25,1.33,1.88,2017,4,15,23,3.105,2.84,2.368,0
11279,13.8,0.208,25,1.33,1.88,2017,4,16,0,1.712,2.68,3.105,0
11280,13.8,0.208,25,1.33,1.88,2017,4,16,1,1.472,2.64,1.712,0
11281,13.8,0.208,25,1.33,1.88,2017,4,16,2,1.471,2.96,1.472,0
11282,13.8,0.208,25,1.33,1.88,2017,4,16,3,1.494,2.44,1.471,0
11283,13.8,0.208,25,1.33,1.88,2017,4,16,4,1.556,2.76,1.494,0
11284,13.8,0.208,25,1.33,1.88,2017,4,16,5,0.0,2.92,1.556,1
11285,13.8,0.208,25,1.33,1.88,2017,4,16,6,0.0,2.72,0.0,1
11286,13.8,0.208,25,1.33,1.88,2017,4,16,7,1.928,2.04,0.0,0
11287,13.8,0.208,25,1.33,1.88,2017,4,16,8,2.414,1.92,1.928,0
11288,13.8,0.208,25,1.33,1.88,2017,4,16,9,3.111,3.08,2.414,0
11289,13.8,0.208,25,1.33,1.88,2017,4,16,10,5.578,3.64,3.111,0
11290,13.8,0.208,25,1.33,1.88,2017,4,16,11,2.417,5.4,5.578,0
11291,13.8,0.208,25,1.33,1.88,2017,4,16,12,1.252,5.32,2.417,0
11292,13.8,0.208,25,1.33,1.88,2017,4,16,13,2.072,2.64,1.252,2
11293,13.8,0.208,25,1.33,1.88,2017,4,16,14,1.334,2.68,2.072,0
11294,13.8,0.208,25,1.33,1.88,2017,4,16,15,1.128,1.96,1.334,0
11295,13.8,0.208,25,1.33,1.88,2017,4,16,16,1.451,1.92,1.128,0
11296,13.8,0.208,25,1.33,1.88,2017,4,16,17,1.653,1.88,1.451,0
11297,13.8,0.208,25,1.33,1.88,2017,4,16,18,1.584,2.36,1.653,0
11298,13.8,0.208,25,1.33,1.88,2017,4,16,19,1.811,1.84,1.584,0
11299,13.8,0.208,25,1.33,1.88,2017,4,16,20,2.379,2.4,1.811,0
11300,13.8,0.208,25,1.33,1.88,2017,4,16,21,2.554,2.68,2.379,0
11301,13.8,0.208,25,1.33,1.88,2017,4,16,22,0.0,3.0,2.554,1
11302,13.8,0.208,25,1.33,1.88,2017,4,16,23,1.603,2.68,0.0,0
11303,13.8,0.208,25,1.33,1.88,2017,4,17,0,0.0,2.52,1.603,1
11304,13.8,0.208,25,1.33,1.88,2017,4,17,1,1.732,2.64,0.0,0
11305,13.8,0.208,25,1.33,1.88,2017,4,17,2,0.0,3.0,1.732,1
11306,13.8,0.208,25,1.33,1.88,2017,4,17,3,0.0,2.48,0.0,1
11307,13.8,0.208,25,1.33,1.88,2017,4,17,4,1.594,2.68,0.0,0
11308,13.8,0.208,25,1.33,1.88,2017,4,17,5,1.671,2.8,1.594,0
11309,13.8,0.208,25,1.33,1.88,2017,4,17,6,1.706,3.12,1.671,0
11310,13.8,0.208,25,1.33,1.88,2017,4,17,7,2.552,9.56,1.706,0
11311,13.8,0.208,25,1.33,1.88,2017,4,17,8,2.638,14.8,2.552,0
11312,13.8,0.208,25,1.33,1.88,2017,4,17,9,1.972,12.2,2.638,0
11313,13.8,0.208,25,1.33,1.88,2017,4,17,10,2.624,7.64,1.972,0
11314,13.8,0.208,25,1.33,1.88,2017,4,17,11,2.29,7.92,2.624,0
11315,13.8,0.208,25,1.33,1.88,2017,4,17,12,1.745,7.72,2.29,0
11316,13.8,0.208,25,1.33,1.88,2017,4,17,13,2.001,8.2,1.745,0
11317,13.8,0.208,25,1.33,1.88,2017,4,17,14,1.85,7.04,2.001,0
11318,13.8,0.208,25,1.33,1.88,2017,4,17,15,1.789,7.36,1.85,0
